bedrooms,bathrooms,sqft_living,sqft_lot,price
3,2.5,1820,6785,245000
3,3.5,1560,1490,625000
5,3,2170,2440,750500
3,1.75,1600,9579,525000
4,3.5,3760,57063,740000
3,1.5,1240,7735,523000
3,1.75,1090,4500,292000
4,2.5,2740,9599,625000
3,2.5,3110,11727,700000
3,2.5,1610,1320,399950
4,3.5,1880,1341,545000
4,2,1740,6369,339999
4,2.25,3270,6000,1210000
3,2.5,1990,5149,545000
4,1.75,1960,8400,260000
3,1.75,1680,3420,526000
4,3,2910,8540,701000
3,2.25,1500,7482,290000
1,1,580,1799,330600
3,1.75,2540,8280,550500
2,1,950,6426,430000
4,5.5,7080,16573,4000000
2,1,810,4560,260600
5,3,4080,7500,825000
4,2,1820,8400,378950
4,2.5,2650,9065,435000
3,2.25,1670,1396,631000
3,2.5,2480,8342,415000
3,1.75,1240,7560,222000
3,2,1390,8250,245000
3,2.5,2880,10126,720000
3,1,1060,9954,215000
2,1,1070,2754,579100
4,1.75,1640,9299,522500
3,2,1510,3000,489000
3,1,1230,2353,240000
3,2,1510,3657,420250
4,2.5,3180,20870,523000
4,2,2260,6000,628000
4,2.5,1920,7277,320000
3,2.5,1980,7800,359950
2,1,1200,8063,232000
4,2.25,2020,5600,810000
4,1.5,2010,7561,245000
3,2.25,1930,8192,273000
5,2.5,2710,14989,1191000
5,1,1950,6250,438000
3,1.75,2110,19600,400000
3,1,1250,4800,340000
2,2.5,1380,951,552000
3,1.75,2050,4080,790000
3,1.5,1800,22000,360000
3,1,1310,15022,235000
2,1,1010,3600,775000
3,2.75,1850,9600,489200
3,2.25,1750,8900,341000
4,2.5,2154,6050,335000
3,1.75,1230,1441,393500
3,2,1960,8846,360000
4,1,1070,5750,400800
3,1,1450,5378,585000
4,2.75,3680,5000,1600000
4,2.5,5760,32033,2880500
3,1,1220,13000,300000
4,2.75,2950,4560,1045000
3,1.5,1340,1110,360000
4,2.25,2870,5453,665900
4,1,2590,18224,470000
4,1.75,2090,8164,581000
6,3.5,3000,8401,527000
4,1.75,1730,7245,423000
4,3.5,2850,4416,875000
3,1,1020,6903,410000
3,2.5,2200,6005,606000
3,2.5,3240,60840,654000
3,0.75,490,38500,150000
3,2.5,2990,6771,373000
5,2,2450,9488,550000
3,2.5,1900,7604,512500
4,2.5,2640,7388,360000
3,2,1340,1480,369000
4,2.5,3220,5262,825000
3,2,930,11475,255000
4,2.5,3240,10800,1285000
5,2.5,2630,8470,270000
3,2.5,1730,4924,480680
4,1.75,2120,7725,525000
3,1,880,9238,291500
4,2,1800,13551,305000
3,1.75,1600,7500,285000
3,2.5,3280,29111,1875000
5,1.75,3290,8000,329500
4,2.25,2890,18226,1570000
3,2.5,1730,7202,379260
3,2.5,1590,3411,356000
4,1.75,1710,8947,571900
3,1.75,1995,18360,271500
3,1.75,1300,10030,390000
3,2.5,2720,62310,550000
2,2.5,1360,2070,755000
2,2.5,1590,1485,509500
2,1,1200,6278,486700
2,1,1170,3000,527500
5,2.5,2010,3600,475000
3,2.75,1880,1793,268000
3,2,3250,50529,562000
4,2.5,2270,13449,780000
9,3,3680,4400,700000
3,2,1880,3000,710000
3,1,1050,5664,445000
3,3.25,2250,60548,729000
3,3.25,1689,1388,384400
6,3,2860,17853,815000
4,2.5,2710,4069,865000
3,2,1770,7200,514000
4,2.75,2820,13193,615000
4,3.25,3400,99170,865000
4,2.5,3110,6930,755000
4,1,1480,8321,425000
2,1,940,9839,375000
4,2.5,2680,4548,750000
4,2.75,3190,5408,722000
3,2.5,1920,4480,1011000
3,2.5,2610,7510,725000
3,0.75,1040,42180,170000
4,3.25,2880,35315,845000
3,2,1450,8771,271900
6,4.5,3902,3880,1300000
4,2.5,2460,7800,261500
3,2.5,2170,5000,619500
5,2.25,1970,15247,435000
3,1,1000,5454,210000
3,2,1580,4010,489950
4,1.5,2130,8800,260000
4,1,1370,8499,300000
4,2,2150,14161,530000
3,1.75,1370,14030,235000
3,1,1370,4000,593500
3,3,3290,80471,562000
3,2,3190,207346,585000
4,3.25,4140,20734,2400000
3,1.75,1690,8901,199500
5,1,1690,3240,544500
3,1,1430,13370,394900
4,3.75,1980,4095,912000
3,2.5,1490,8102,260000
5,3,3620,12778,858000
4,2.5,2720,16454,1275000
4,1.75,1490,8544,242150
3,1.75,1230,7200,220000
3,2,1900,7980,235000
3,1.75,1530,10300,370000
3,1.75,2290,44866,450000
5,1.5,2240,6337,534950
4,2.5,3470,14271,730000
4,2.5,3050,32450,465000
3,1,1100,5734,178000
3,1,1610,7140,215000
3,2.75,1910,15508,300000
3,2,1510,7066,430000
3,1.5,1280,4366,183000
3,2.5,1910,1501,585000
3,1,1170,3330,192950
2,1,1550,7713,599000
3,1,1060,7920,326500
2,1,1040,5765,358803
3,2.5,1550,12920,537000
3,2.5,2490,24691,1155000
2,1,920,5889,156000
3,1,1250,8276,219000
3,1.5,2540,2700,1190000
5,1.75,2190,16788,248000
3,1.75,1340,196020,340000
5,2.5,2410,15300,899100
3,1.75,1830,10954,346950
3,1,1850,5775,330000
3,1,1410,8250,325000
3,1.75,1460,7884,315000
3,2.5,1500,1375,649950
3,1,1130,7200,316000
2,2.5,1620,3196,386000
2,1.75,2330,7280,535000
3,3,1520,1800,600000
4,2.5,2840,8746,339000
3,2,1520,7456,167000
3,1,1740,4800,430000
4,4,4000,9309,688000
3,2.25,2780,6000,834500
4,4.25,3500,8750,1075000
3,1,1060,52272,250000
3,1,1290,4000,402500
3,2.5,2390,6435,432500
5,1.75,2460,14100,485000
4,2.75,2930,22000,560000
4,2.25,2200,8292,410000
3,2.5,1870,7344,455000
4,2.5,2060,8968,459500
4,1.75,1610,11305,371000
3,2.25,2120,3400,289500
3,3.5,1450,1263,395000
2,1,1980,5000,496752
2,1,860,6800,227000
3,1.75,1460,9261,330000
5,2,2590,8610,480000
2,1,1120,217800,290000
3,1,1340,21336,281000
4,1.5,1780,3120,705000
4,2.5,2920,4000,1400000
4,3.25,2820,6611,485000
3,2.25,1550,1919,622000
3,2.25,1600,39848,380000
4,2.75,3190,19513,2125000
3,1.75,1960,6380,561500
3,1,970,9600,242000
3,1.5,1360,10726,348500
3,1.5,1360,10726,370000
6,3.75,3810,6663,752000
3,1.75,1340,8250,230000
3,2.25,1990,4977,715000
3,1.75,1120,10187,240415
4,1.75,2060,4080,562000
3,1.5,1170,4080,360000
3,2.5,1610,1246,659950
3,2,1890,1599,458500
2,2,1070,649,259950
3,1.75,1680,6108,366000
4,2.75,2890,7821,978000
2,1,1360,6120,525000
3,1.5,1660,4800,926300
2,1,1620,6120,750000
2,1,960,6263,660000
4,1.75,1000,7200,305000
2,2.5,2395,6143,800000
4,1.75,3050,9440,600000
2,1,1120,88327,435000
4,3.25,2960,4296,1135000
3,2.25,1250,1017,318000
4,2,1940,5000,639000
3,2.5,1750,3900,453000
4,1.75,2150,9148,800000
2,1.75,1500,6800,437000
3,2.75,3230,75889,1150000
4,2.5,3000,8645,490000
4,1.75,1520,7700,499950
3,1.5,1190,10116,160134
3,1,990,8255,191000
3,1,1250,7280,221000
4,2,2080,6360,352800
3,2.5,1640,10424,350000
4,1.5,1550,3000,458000
3,1,1290,189486,359950
3,3,3250,5093,1050000
3,1.75,1260,11775,353000
3,3.5,2840,4468,717550
3,2.25,1960,6500,450000
3,1,760,3090,167500
3,1.75,2240,78225,550000
4,2.25,2240,9684,939000
3,1.75,1820,15570,700000
4,3.5,3370,435600,480000
3,1,1160,4360,501000
3,2.25,1640,8625,580000
1,0.75,820,59677,527550
4,2.5,2800,4687,399000
3,1.75,1780,5000,240000
4,2.75,2200,268329,353000
4,2,1480,3132,335000
3,3,2010,2554,475000
3,2,2880,5100,660000
3,1,940,1948,551000
4,1.75,1620,10530,249950
4,3.25,4400,262666,1150000
3,1.75,1530,6743,575000
4,2.75,3460,11350,1088890
4,2.5,2890,7306,515000
3,1.5,1980,11214,235000
3,1,1980,3243,796000
2,1.5,1450,2550,450000
4,3,4280,18834,2050000
4,2.5,1810,6509,270000
3,3,2490,27702,1705000
3,1,1610,4108,565000
1,2.5,1820,3008,680000
5,5.75,9200,35069,5570000
4,2.5,3520,35991,864500
4,2.25,3740,18000,1150000
3,2.25,2150,30476,335000
4,3.25,3526,15958,911000
2,1,1070,6625,425000
3,1,1410,81021,299950
4,2.5,3190,49658,864000
2,1,1270,6000,425000
4,1.5,1970,14490,374950
3,2.25,1640,7630,247000
3,1,1600,7161,475000
3,2.5,3020,5868,275000
2,1,1350,368517,355000
4,1.75,1870,22072,285000
3,2.75,2730,38869,1338750
2,1,1100,17817,325000
5,3.5,4320,40816,1670000
3,2.5,2700,9994,402000
3,3,3700,16857,1100000
4,1.75,2190,9225,375000
5,2.75,2840,12253,396000
4,2.75,2610,9077,320000
3,2.5,2630,5827,610000
3,1.5,1090,7698,249950
4,3.5,3090,100835,675000
2,2,1670,7772,448000
3,1,1300,3600,819000
3,2.5,3670,18505,1250000
4,2.5,1700,6031,225000
2,3,2560,982278,790000
4,2.5,2770,6000,685000
3,3.25,3240,8338,812000
2,2.5,2300,6400,705000
4,3,2483,6870,360000
1,1.5,760,779,344000
4,1.5,2040,6900,825000
3,1,1200,6120,476500
2,1,960,5096,379500
3,1.75,2410,35236,620000
3,3.25,2260,7701,477590
3,1,1910,8190,490000
3,1.5,1500,5000,470000
3,2.25,1360,1236,500000
3,1,1320,7341,370000
2,1.5,1940,4400,790000
4,2.5,2650,18295,725000
4,2.75,3040,2800,840000
3,1,1240,11108,390000
3,2.25,2210,11585,507000
3,1.75,1540,6273,263500
3,2.5,1320,1683,369000
3,2.5,3040,5326,500000
2,1,910,4301,570000
4,3,2040,7145,284000
2,1,980,4108,415000
3,1,980,3090,197500
4,3.75,4420,9492,925000
3,2,1570,6300,468000
3,1,1600,5001,355000
4,1.75,1830,6000,639000
3,2.5,2820,14250,720000
3,1.75,1800,6000,381000
3,4,4380,42769,1050000
3,3,2980,3730,670000
3,1,1690,6658,400000
4,3.5,4040,50479,910000
3,1,1250,9427,294000
3,1.75,1500,10230,315001
3,2,1630,10723,360000
3,2,1410,2700,520000
3,1,1140,4560,474000
4,2.5,3280,5876,702000
4,3.5,3490,87497,728000
4,2.5,2020,7277,308000
5,4,4580,4443,2000000
3,2.5,2270,7917,340000
2,1.75,1310,10200,306500
3,2,1420,3600,716000
4,3,2980,44431,950000
5,3,4180,8561,673200
4,2.25,1950,6000,564500
4,1.75,1790,11801,393000
5,1.75,1400,5071,425000
3,1,1320,24684,150000
4,2.25,1620,106722,327000
4,2.5,3120,7448,444900
4,2.5,2100,14773,305000
3,3.25,1370,1194,469000
3,1.75,1520,7875,525000
3,2.5,2410,17424,330000
4,1,1260,4080,618000
4,2.5,2830,7350,295500
3,2,2064,46173,567035
4,2.25,2640,34870,518000
2,1,1020,9200,303000
4,2.5,2200,8065,300000
3,1.5,1420,7520,413107
3,1,1350,3090,400000
3,1,1290,6859,535000
4,2,1680,2600,555000
3,2.5,2280,6386,312000
3,2.25,1840,3500,785200
4,2,2040,11850,749000
3,1.5,1490,10367,285000
4,2.5,2440,5088,425000
3,2,1930,15540,360000
3,1,1200,6615,260000
3,2,1550,8509,369000
4,2.5,2180,11132,275000
3,2.25,1430,1448,407000
2,1.75,1230,5418,575000
3,1.5,1670,3852,1236000
2,2.5,2720,4913,875000
4,1.5,2220,6811,320000
3,1.5,1520,9041,810000
3,1.75,1590,7620,274000
4,1.75,1480,9523,239900
4,1.5,1860,7808,450000
4,2,1360,60548,263400
3,1,1360,5967,265000
4,3,2360,6250,418000
3,2,2360,5737,390000
3,2,1860,7500,430000
3,2.25,2630,9705,1442500
2,1.75,1280,37373,297000
4,2.25,2330,7220,650000
2,1,720,18000,195000
3,3.5,3380,108900,554000
3,2,3650,843309,550000
3,1.75,1640,4590,700000
4,1,1730,177657,300000
2,1,1030,8576,315000
3,1,1790,5250,603000
2,1,840,3400,530000
3,1.75,1300,8480,397500
3,1,1240,5250,221000
4,2.25,2170,8050,466000
3,1,1330,5412,197500
3,3,1390,1080,280000
2,1.5,1240,3873,412000
2,1,880,6731,454000
4,2.25,2540,228254,540000
5,1.5,2520,5753,250000
5,2.25,2510,35691,900000
5,1.75,2020,7902,245000
3,1.75,2060,7251,290000
2,1,930,7742,160000
2,1.5,2700,7225,1260000
2,1,1060,6050,325000
2,1,670,6750,185000
3,2,1750,4990,477000
2,1,930,7623,100000
4,2.5,2420,11481,345000
4,2.25,2410,14985,530000
3,1,1150,7156,203000
4,2.5,2480,5000,599000
4,1,1310,6000,370000
3,1,1240,8000,140000
3,1,1150,5100,500000
3,1.75,1460,4000,527200
5,2.75,3060,7015,549900
4,2.5,3520,8095,760000
2,1,960,4400,319000
3,2.5,2430,15264,362300
3,2.5,1930,4505,421000
3,1,1090,4000,690000
3,2.5,2790,31798,640000
4,1.75,1650,6900,238000
3,3,3740,39640,789000
6,4,5310,12741,1050000
3,2.5,1690,4476,302500
4,1.75,1400,7920,259950
3,1.5,1440,28516,456000
3,2.5,1360,3718,369950
3,1.75,1726,197326,363750
3,1.75,2220,216493,585000
3,2.5,1850,6676,268000
5,2.5,2860,4000,1200000
3,1,1120,10176,345000
4,2.5,2340,19850,539000
5,3.25,3760,9792,851000
3,2.5,1920,7200,900000
3,2.5,3230,5000,850000
3,1.75,1260,6500,390000
3,1.75,1540,6909,345000
3,2.5,1700,3150,534500
6,5.25,3600,3960,643500
3,2.75,3150,5520,1206500
2,1.75,1280,4000,495000
2,1,980,4120,535000
4,2.5,2190,6578,435000
4,2,2470,1831,305000
4,2.5,2590,7910,799000
4,2.5,2580,15031,700000
3,2.25,1270,1213,467000
3,1,1250,7560,263000
4,2.5,4660,7157,760000
4,2.5,2019,4435,293000
3,2,1490,7929,245000
2,1.5,1560,10807,181000
3,1,1030,15264,240000
4,2.75,2560,7961,880000
3,2,1460,6377,285000
2,1,770,6017,407500
4,2.5,1960,3543,325000
3,1.75,1900,10454,405000
3,2.5,1970,4120,291700
3,2.5,2490,18525,370000
3,1.5,1430,8960,270000
4,2.5,2680,7200,800000
3,1.75,1610,3210,626500
4,3.5,4300,8406,1130000
4,2.5,3200,7545,399950
3,1.75,2140,15030,419000
4,2.5,4240,43995,1160000
4,3.5,3410,10769,1405000
4,2.75,2090,8064,710000
3,1,1410,4840,650000
4,2.5,2820,33750,369900
4,2.5,2770,63118,641000
3,1,1400,6879,403000
3,3.25,3620,4000,1015000
4,2.5,2260,13600,865000
4,2.5,3440,23954,2485000
4,1,2150,3588,810000
3,2.5,1256,1154,316750
4,2.25,2220,130244,652500
6,2.75,2850,15240,360000
2,1,700,5100,208000
4,2.5,3700,63991,898000
4,1.75,1400,11934,295000
4,1.75,3130,18253,652500
4,3,2170,5764,560000
3,1,1020,8400,280000
3,2.5,1760,8584,289950
3,2.5,1860,44093,397500
2,1,1140,75132,380000
3,2.5,1670,22703,415900
2,1.75,1710,8645,475000
1,1,500,7440,125000
3,1,1470,32670,238000
4,1.5,1370,9750,296000
6,3,3470,117612,475000
3,2.25,1650,6250,390000
3,1,1180,3750,425000
6,3,3110,5000,725000
3,2.25,2080,12134,605000
3,1,1600,1950,302000
3,2.25,2380,6000,886000
4,1.75,1630,6120,540000
4,2.25,1910,8400,435000
4,3.25,3140,10752,409000
3,1,1250,7280,405000
3,2.5,1990,3984,560200
4,1.75,2110,7208,324000
4,2.5,2490,8290,390000
2,1,800,5000,414000
3,2.5,2360,4670,441500
3,2.5,1770,5146,375000
4,2.5,2710,5500,668500
5,1.5,1940,10202,540000
4,3.25,3450,11240,1035000
4,3.25,3440,4920,1345000
4,2.75,2410,9549,758000
4,2.25,2290,10687,949880
3,1,1030,4089,570000
4,2.5,2290,12047,736000
3,1.5,1490,4400,670000
4,1.75,2370,8400,1130000
4,2,1930,3976,650000
2,1.75,1600,4000,690000
4,2.25,2240,45738,610000
2,1,770,4000,413500
3,2.5,2300,9752,765000
4,2.75,3400,7081,828200
2,1,900,4397,205000
3,2.5,1450,5175,465000
4,2.5,2240,5402,556000
4,2.5,1780,4169,540000
4,2.5,2320,4254,423000
3,1.75,1590,14766,375000
3,1,990,12696,173250
3,1.5,2605,12030,599900
5,2.75,2870,4461,646000
5,4.75,5180,17811,1075000
4,2,2180,3870,558000
2,1,850,5225,354000
4,4,4050,9517,1195000
4,2,2250,4200,670000
6,4.25,3100,9378,1125000
2,1,1747,12250,267500
4,2.5,2410,4708,299800
4,1.75,2070,9120,430000
5,1,1860,3040,775000
3,1,950,5214,333000
3,2,1060,11765,336000
2,1,880,1712,323000
4,2.5,2550,56628,575000
2,2.25,1550,2079,328000
3,1,1590,4600,572500
3,1.75,1650,5100,600000
4,3,2430,7242,412000
3,2.5,1810,7200,827500
4,2.5,2890,17349,300000
3,2.5,1280,5040,415000
7,2.75,3410,4056,750000
3,2.75,2220,4000,800000
3,1,1060,6000,420000
3,1.5,1120,8250,266000
4,2.5,2680,10590,499000
4,1.5,1770,5750,440000
3,2,2950,12196,495000
2,1.75,1260,5300,630000
3,1.75,1430,6818,424000
4,2.5,2730,36183,760000
4,3.5,3270,15704,650000
4,1.75,1720,10018,248500
3,1.75,1270,12420,379600
4,2.5,3260,10032,538000
4,2.5,2050,6360,530000
4,2.25,2050,9720,545000
4,3,3580,35261,925000
4,2.75,1960,48787,565000
2,1,840,3522,405100
3,1.75,1300,8800,502000
3,2.25,1260,3000,425000
3,2.25,1650,2958,233500
3,2.5,1710,10341,287000
3,1,1180,8775,190000
3,2.25,2780,31510,666000
2,1,950,3090,330000
5,3.5,3620,7821,1490000
3,2.25,2140,10256,393000
4,2.75,1920,4627,353000
2,1,750,6720,260000
3,2.5,2060,2551,680000
3,2.25,2380,11200,921000
2,1,750,6380,319000
3,1,1160,10881,280000
3,1,1050,6300,220000
3,1.5,1740,5200,219000
4,2.75,2050,7171,528000
3,1.75,1980,8100,405000
3,2.5,1690,1618,372977
4,3.25,2320,5900,934550
3,1.5,2480,9900,1465000
4,2.25,2290,5350,975000
5,2.5,3180,13806,800866
7,3.5,3470,16264,950000
4,3,1540,4140,624000
5,2.25,2800,8442,1850000
3,1,1050,9876,310000
3,1.75,1480,6800,315000
3,2,1010,5973,675000
3,1.75,1660,8208,490000
5,2.25,2760,6350,600000
2,1,1040,20524,154000
4,1.75,2220,6500,480000
3,1,1270,7500,196900
3,3.25,2960,39370,735000
3,2,1330,8748,205500
2,1.75,1210,1040,357186
4,2.5,2120,6754,275000
3,1.75,2090,12026,248500
3,2.5,2680,7836,350000
4,2.75,1790,47250,390000
3,2.75,1950,12240,390000
5,2.25,3740,14913,660000
3,1.75,1140,8263,310000
3,2.5,2480,5137,717000
5,2.5,2580,11250,260000
3,2,2290,5001,745000
4,2.5,2320,12042,470000
3,2.5,2530,8820,429000
4,2,1400,7140,220000
3,3,2060,1850,497000
3,1,1640,4000,716100
4,1,1960,94525,371000
5,2.75,3000,25175,379000
3,1,1320,8500,937500
4,2,1760,4500,720000
3,3.25,2130,2306,616000
3,2,1390,7120,259000
3,1.75,1400,3825,538000
3,2.75,3230,9576,605000
3,1,1110,7603,369950
3,2.5,1670,4220,310000
3,1,1540,9450,227500
4,2.25,2090,7400,274000
3,2,1410,8088,410000
3,2,1370,78408,354800
4,2.25,1910,5120,650000
3,2,1678,13862,353000
3,1,960,12745,224975
2,1.75,2080,13054,600000
3,2.25,1790,7700,437500
3,2.5,2540,6093,567000
5,1.5,1790,11656,225000
2,1,940,9330,255000
5,3.75,6810,7500,2479000
2,1,900,4600,370000
4,1.75,1900,8800,675000
3,1,1440,4268,285000
3,1.75,2070,37904,310000
4,2.5,2240,7245,475000
4,2.5,3320,5034,410000
4,2.25,1950,5950,895000
3,1.5,1240,7733,375000
4,2.5,1830,4694,349000
3,1.75,1740,4400,650500
3,1.75,1410,15120,760000
4,2.75,2050,3960,480000
4,2.75,3220,16145,689000
3,1.75,1960,5000,415000
3,1.75,1070,6110,195000
5,2.5,2820,9956,318000
4,3,4060,35621,404000
2,1,800,3090,339950
3,1,1260,7897,215000
3,2.5,2420,7423,339900
1,1.5,810,3211,285000
3,1,1600,5000,550000
4,1,1350,9000,430000
3,1,970,7790,219000
2,1.5,1780,4750,555000
3,2,1350,7686,233000
3,1.75,1840,19501,248000
5,2.25,2550,9200,454000
4,2.5,1700,4418,950000
3,2.5,2430,7857,359000
5,2,2740,8230,407500
3,1.5,1560,7300,224000
2,1,1040,4590,210000
4,1.75,1820,9824,261000
3,3,1833,1706,719000
3,2.5,2160,3738,440000
3,2.75,2100,10362,525000
3,1.5,1370,9720,375000
2,2.5,1414,1960,428000
5,3.25,4115,7910,988830
3,1.75,1550,6225,199950
4,2.25,2100,3671,840000
3,1.75,1160,7006,285000
5,2.5,3597,4972,330000
3,1.5,1230,10125,147500
4,2.5,2190,7125,320000
3,1.75,1040,9000,382500
5,4,4690,8208,2048000
4,2.25,2270,10000,596000
4,2.25,1950,7280,220000
3,2.5,1880,6818,325000
4,2.5,2850,5664,679950
2,1,1160,6911,175000
3,1.75,1370,10050,268000
4,3.5,3260,110579,715000
7,2.25,3170,36384,600000
0,1,390,5900,228000
5,2.5,3450,35880,950000
2,1.75,1490,224334,475000
3,1.5,1460,78408,700000
3,1.75,1300,20700,275000
3,1.75,1300,20700,369500
4,2,1540,7575,215000
4,2.25,2130,7172,593450
2,1.75,1350,4614,498800
5,3.25,2450,6534,849000
4,2.5,1940,4875,1151250
5,2.5,2890,5110,825000
3,1.75,1680,9769,265000
4,2.25,1960,10400,285000
3,1.75,1590,7931,240000
4,1,1390,17739,261000
4,1.75,2440,7350,330000
4,2,1850,7560,250000
4,2.5,2800,9538,350000
3,2.5,3780,35273,930000
3,2,1910,8050,275000
4,2.25,2460,7620,325000
1,1,810,5000,255000
3,1.5,1900,5250,562200
2,1.75,3490,88909,952000
3,2.5,2200,7350,365000
3,1.5,1190,11996,332900
3,2.25,2040,18360,721000
4,2.5,2400,3986,487275
3,2.5,1670,5791,310000
2,1,990,4800,245000
3,1.75,2920,10573,325000
3,1.75,1840,9401,550000
2,1,910,4500,350000
5,2.5,2950,72309,599000
3,1.5,1240,9500,259950
4,2.5,1980,7264,240000
3,1,1200,10080,186000
3,1.5,1280,15028,395000
4,2.5,3150,5757,475000
5,3.5,3500,10794,815000
3,1.5,1680,13751,572000
3,2.5,1360,3188,419500
3,2.25,2110,7350,298700
2,1,2034,13392,549000
3,1.5,1900,9994,278000
4,2,2380,4500,455000
5,3.5,4050,13495,925000
2,1.5,1120,1201,465000
4,4,2850,2970,620000
4,2.25,2360,7650,499900
5,3,2540,11422,620000
3,1.75,1160,6120,450000
4,3.5,2710,2147,690000
5,2.25,3120,16672,1895000
5,2.25,3120,16672,1940000
3,2,1870,9527,832500
3,1,1010,9678,245000
3,2.5,2980,18935,820000
4,2.75,2420,6495,369000
4,3.25,3830,8331,1050000
3,3,3040,5067,653000
2,1.75,1460,10500,220650
5,3,1940,6355,300000
4,3.5,3780,20023,970000
4,2.5,1950,5451,360000
3,2.5,2450,5760,672500
4,1.5,1730,7020,268000
4,1.5,1690,3245,440000
3,2.5,2550,7200,1400000
4,2.5,2290,11072,590000
4,2.25,2710,22860,359000
4,1.75,1880,7632,266500
4,2.5,2930,8679,635000
3,2.5,3110,217800,559000
4,2.5,3480,38985,895000
2,1.5,1110,118047,625000
4,2.25,2440,9320,650000
4,1.75,2280,7840,312500
3,1,900,6099,225000
4,1.75,1980,8400,425000
3,2.75,3360,41250,329999
5,2.25,2340,9225,572000
4,2.5,3110,5048,386500
2,1,980,5000,452000
4,2,1480,6324,278000
3,2.25,1800,43647,474900
2,1.75,2130,6574,450000
2,1,1270,5100,611000
2,2.5,1150,2064,214100
3,2.5,1840,5011,317000
4,3.5,3180,12528,1000000
5,2.75,1510,5700,1000000
4,2.5,3070,7200,525000
3,2.25,1800,6680,436000
3,1.75,1540,9154,450000
3,1.75,2330,14892,588500
4,1.75,1400,8374,340000
4,2.5,2846,85377,482000
4,3.5,5830,131116,1575000
3,2.5,3380,7126,749000
3,1.5,1440,7875,330000
3,2.5,1740,1279,568000
3,1.75,1470,8925,239000
3,2.5,2810,4932,528000
4,3,2090,5102,385000
4,3.25,4110,14219,825000
5,3.25,3230,5000,815000
4,2.5,2601,34335,625000
3,1.75,2070,6000,690000
3,1,1660,7440,210000
4,1,1590,4280,599000
3,1.75,1860,5584,860000
3,1,1420,9600,147200
3,1,1240,5758,476900
4,2.5,2500,36254,450000
4,2.5,2640,11816,570000
3,1,1440,3060,567500
5,3.25,3030,20446,790000
3,1.5,1820,12686,875000
3,2,2220,10275,490000
3,1.75,2430,9133,335000
3,1.75,1670,10798,550000
3,1.75,1180,10541,385000
3,1.75,1620,8085,395000
2,1,1030,5750,650000
4,2.75,2900,5803,637000
3,2.25,3420,9900,692500
3,1.75,1710,15844,322400
3,1.5,1580,10517,233500
3,2,1230,11413,400000
5,2.5,2200,4080,547000
5,2.25,2570,13054,519000
4,3.5,3320,19850,1025000
3,1,1090,6435,365000
5,2.75,2970,36817,699000
3,1.75,1970,8000,525000
4,3,3220,8936,430000
3,1,1600,7500,325000
2,1,670,6300,279000
4,1.75,2360,4750,805000
3,3,2150,3962,419950
2,1,620,4455,425000
4,1.75,1730,5922,446000
5,2,2500,7860,455000
3,1,990,4440,226550
3,2,1420,4080,764000
3,2.25,2170,15000,439950
4,2,1880,5100,453000
3,1,1300,9620,219950
3,1.5,2360,6750,702500
3,1.5,1780,12231,285000
2,2.25,2160,2578,798750
2,1,950,5316,320000
3,1.75,1680,14630,425000
4,2.5,2290,4450,540000
4,5.25,4140,14757,1060000
4,3.75,3920,4500,1165000
3,1.75,1500,13891,576000
3,1.75,1720,7200,525000
4,2.5,2641,8615,324950
3,2.5,4930,77536,600000
3,2.5,2460,5400,464000
4,2.25,1995,7102,266000
3,2.5,3010,74390,775000
3,1.75,1270,4800,415000
4,2.75,3080,6731,550000
3,2.25,1670,7606,235000
3,2,1470,8089,280000
3,1.75,1730,7807,459000
3,1,1070,7615,195000
3,1.5,1660,8738,235000
4,2.25,2410,16650,711800
3,2.5,1040,1032,440000
2,1,970,3300,515000
5,2.75,2910,9480,1200000
3,1.75,2340,12443,560000
3,1.75,1880,11249,340000
2,1,1110,3500,600000
4,2.5,2790,7938,764000
4,2,1590,8779,337000
6,2.75,5700,20000,1385000
4,1,1200,7552,249000
3,3,3200,35782,350000
3,2.25,1510,6000,269950
3,1.75,1880,108900,735000
4,2.5,3070,4000,1295000
4,2.25,2110,7560,475000
3,2,2350,8459,339000
4,3.5,3270,15160,600000
4,1.75,2220,4760,397500
4,3.5,5990,111078,1525000
3,2,1760,9055,460000
4,2.75,2200,5207,370000
4,1,1550,7296,250000
4,3.75,5070,60123,1100000
2,2.25,1040,1516,430000
3,1.5,2560,4000,1085000
3,1.75,1850,8160,670000
3,1.5,2090,11895,461550
3,2.5,2010,2386,479990
4,2.5,2518,4663,643000
3,2.75,2810,12813,607000
3,2.5,2600,10092,625000
3,2.5,2060,8778,731100
3,2.5,2920,434728,859000
4,2.5,2130,10375,435000
3,3,2290,15600,465000
3,1,1230,6380,740000
3,1.75,2020,9478,740000
3,2,1430,7280,250000
2,2.5,2270,1763,656000
4,2.5,1910,8058,300000
3,1.5,1780,214315,643000
4,2.5,2690,6124,311000
3,1.75,1330,7482,360000
4,2.5,3060,10043,475000
3,3.25,1760,1778,469950
3,1.75,1570,8750,240000
2,1,960,8100,232000
3,2,1680,81893,350000
2,1,1440,33747,803000
3,2.25,1960,7000,355000
4,2,1790,2250,475000
3,2.5,2560,9825,823000
2,1.5,1010,3060,395000
4,3.75,2560,5250,499000
2,1.75,1200,3136,420000
3,2.5,3910,14000,961500
4,1.75,2260,12238,833000
3,2.25,2110,11319,479000
4,2.5,3340,10422,1150000
